245	FGL2_HUMAN
246	Q14268_HUMAN
247	GSTM2_HUMAN
248	PKHM2_HUMAN
249	USH1G_HUMAN
250	Q9NSR3_HUMAN
251	EGR1_HUMAN
252	SL9A5_HUMAN
253	PYGB_HUMAN
254	EPS8_HUMAN
255	Q8IUK7_HUMAN
256	ZN230_HUMAN
257	S10A5_HUMAN
258	ZN224_HUMAN
259	CCNL2_HUMAN
260	KANL3_HUMAN
261	L8B082_HUMAN
262	Z585B_HUMAN
263	K1C18_HUMAN
264	STML2_HUMAN
265	RCAS1_HUMAN
266	OSGI2_HUMAN
267	PDE12_HUMAN
268	MPPE1_HUMAN
269	PIGA_HUMAN
270	BCOR_HUMAN
271	NFAM1_HUMAN
272	CCD58_HUMAN
273	TRI45_HUMAN
274	KCNC4_HUMAN
275	MON1B_HUMAN
276	PDYN_HUMAN
277	NKG7_HUMAN
278	AP3M2_HUMAN
279	MCAF1_HUMAN
280	F264_HUMAN
281	DMPK_HUMAN
282	ADML_HUMAN
283	UBD_HUMAN
284	RHBG_HUMAN
285	TIM_HUMAN
286	DNLZ_HUMAN
287	SCRN1_HUMAN
288	JAM2_HUMAN
289	B2RAL6_HUMAN
290	ZKSC3_HUMAN
291	WDR48_HUMAN
292	COR2B_HUMAN
293	LRC18_HUMAN
294	MYOD1_HUMAN
295	HXB13_HUMAN
296	S1PR3_HUMAN
297	H6UYS5_HUMAN
298	FA7_HUMAN
299	COHA1_HUMAN
300	PLXA4_HUMAN
301	OSGP2_HUMAN
302	HEM3_HUMAN
303	PTPRS_HUMAN
304	MCHR1_HUMAN
305	GLD2_HUMAN
306	ST38L_HUMAN
307	QOR_HUMAN
308	IL34_HUMAN
309	K1C9_HUMAN
310	APOB_HUMAN
311	LY6E_HUMAN
312	S15A2_HUMAN
313	F120B_HUMAN
314	KATL1_HUMAN
315	UBP53_HUMAN
316	SH3L3_HUMAN
317	DCMC_HUMAN
318	LPP3_HUMAN
319	CLD4_HUMAN
320	PFD6_HUMAN
321	PDE4C_HUMAN
322	FLOT1_HUMAN
323	CCNO_HUMAN
324	RAPSN_HUMAN
325	Q9BWF0_HUMAN
326	SNTG2_HUMAN
327	MIDN_HUMAN
328	D3DR65_HUMAN
329	COCA1_HUMAN
330	E5KS60_HUMAN
331	Q8WYY9_HUMAN
332	FGF3_HUMAN
333	PSA1_HUMAN
334	T126B_HUMAN
335	APOA1_HUMAN
336	CC147_HUMAN
337	GSTO1_HUMAN
338	DDX17_HUMAN
339	TYY1_HUMAN
340	SCND1_HUMAN
341	RHBT3_HUMAN
342	RLGPB_HUMAN
343	TRIB3_HUMAN
344	ATP9A_HUMAN
345	TAF6_HUMAN
346	NOC4L_HUMAN
347	FCSD2_HUMAN
348	CETN1_HUMAN
349	SYTL1_HUMAN
350	CP013_HUMAN
351	UBE2W_HUMAN
352	TISD_HUMAN
353	FA45B_HUMAN
354	KLF3_HUMAN
355	XPR1_HUMAN
356	TADA1_HUMAN
357	P2R3C_HUMAN
358	FBN1_HUMAN
359	DYRK4_HUMAN
360	ODR4_HUMAN
361	AKTS1_HUMAN
362	VP26B_HUMAN
363	Q8IXP7_HUMAN
364	PRC2A_HUMAN
365	ACHA3_HUMAN
366	ETV7_HUMAN
367	NP1L4_HUMAN
368	HMGN1_HUMAN
369	UD17_HUMAN
370	SMCO4_HUMAN
371	LONF2_HUMAN
372	FXR2_HUMAN
373	TGM2_HUMAN
374	DTNB_HUMAN
375	PDS5A_HUMAN
376	HNRLL_HUMAN
377	CD244_HUMAN
378	F208B_HUMAN
379	OGFR_HUMAN
380	IHH_HUMAN
381	KCNN4_HUMAN
382	ACL7A_HUMAN
383	GBRG1_HUMAN
384	B3KX51_HUMAN
385	FADS2_HUMAN
386	E9PAR5_HUMAN
387	GLO2_HUMAN
388	Q7Z3Y4_HUMAN
389	GRIA3_HUMAN
390	FCGRN_HUMAN
391	GCYB1_HUMAN
392	B0LPE5_HUMAN
393	A8K6C2_HUMAN
394	CA112_HUMAN
395	A8K3Y2_HUMAN
396	MBL2_HUMAN
397	SNAA_HUMAN
398	Q7Z5G9_HUMAN
399	D2JYH4_HUMAN
400	PC11X_HUMAN
401	RNF26_HUMAN
402	EDNRB_HUMAN
403	Q8N959_HUMAN
404	PRP39_HUMAN
405	TPD53_HUMAN
406	KCRS_HUMAN
407	G8JLE1_HUMAN
408	NPFF1_HUMAN
409	IGJ_HUMAN
410	UB2J1_HUMAN
411	VTI1B_HUMAN
412	TPRKB_HUMAN
413	CCL13_HUMAN
414	LYAM1_HUMAN
415	SOS2_HUMAN
416	CCKAR_HUMAN
417	CAD18_HUMAN
418	MORN4_HUMAN
419	DPOA2_HUMAN
420	CEP76_HUMAN
421	SP100_HUMAN
422	CC104_HUMAN
423	TM175_HUMAN
424	MLF2_HUMAN
425	SYDC_HUMAN
426	LA_HUMAN
427	TXND5_HUMAN
428	ADIP_HUMAN
429	PKHA2_HUMAN
430	UBP46_HUMAN
431	TACC3_HUMAN
432	HTF4_HUMAN
433	DMRTC_HUMAN
434	FBX10_HUMAN
435	DUS3_HUMAN
436	B4DIZ2_HUMAN
437	DUPD1_HUMAN
438	WDR34_HUMAN
439	CP4FB_HUMAN
440	MUC1_HUMAN
441	RPAP3_HUMAN
442	CELF1_HUMAN
443	RBFA_HUMAN
444	SCG2_HUMAN
445	PFD4_HUMAN
446	EVL_HUMAN
447	DYM_HUMAN
448	ZN208_HUMAN
449	LIPA4_HUMAN
450	CCHCR_HUMAN
451	Q5TEH5_HUMAN
452	TGFB1_HUMAN
453	RU17_HUMAN
454	NDUV3_HUMAN
455	RM02_HUMAN
456	DPP6_HUMAN
457	KSR1_HUMAN
458	1A02_HUMAN
459	TOPK_HUMAN
460	SSRB_HUMAN
461	RETN_HUMAN
462	LCMT1_HUMAN
463	Q6ZMP8_HUMAN
464	TMM43_HUMAN
465	GP108_HUMAN
466	D6PAV9_HUMAN
467	SCMC2_HUMAN
468	ZBTB4_HUMAN
469	WIPF2_HUMAN
470	H2B1B_HUMAN
471	COBA1_HUMAN
472	PEG3_HUMAN
473	KTBL1_HUMAN
474	BCL7A_HUMAN
475	MET2B_HUMAN
476	HASP_HUMAN
477	A8K639_HUMAN
478	ATS10_HUMAN
479	NSRP1_HUMAN
480	VANG2_HUMAN
481	CLD7_HUMAN
482	HCK_HUMAN
483	BLVRB_HUMAN
484	KCIP2_HUMAN
485	UBCP1_HUMAN
486	AEN_HUMAN
487	TLN2_HUMAN
488	PACN3_HUMAN
489	PEDF_HUMAN
490	CBPC1_HUMAN
491	WFS1_HUMAN
492	CCD50_HUMAN
493	EBP_HUMAN
494	NAA10_HUMAN
495	CELF3_HUMAN
496	TTC19_HUMAN
497	SLC31_HUMAN
498	DDX31_HUMAN
499	LAT2_HUMAN
500	B2R9L7_HUMAN
501	H2B1L_HUMAN
502	KCC2D_HUMAN
503	RUVB2_HUMAN
504	H0YDZ5_HUMAN
505	WNT3_HUMAN
506	LIN9_HUMAN
507	SMAG2_HUMAN
508	GRIA1_HUMAN
509	CHMP6_HUMAN
510	TSN6_HUMAN
511	PPHLN_HUMAN
512	DCTN4_HUMAN
513	MFSD3_HUMAN
514	DPOD1_HUMAN
515	TAXB1_HUMAN
516	FLRT3_HUMAN
517	D19L4_HUMAN
518	ICA69_HUMAN
519	FOXA3_HUMAN
520	BIRC1_HUMAN
521	PAI2_HUMAN
522	FLIP1_HUMAN
523	CASZ1_HUMAN
524	PTN22_HUMAN
525	FADS6_HUMAN
526	RECQ4_HUMAN
527	BTK_HUMAN
528	TSN_HUMAN
529	TRIPC_HUMAN
530	BBC3B_HUMAN
531	GFPT1_HUMAN
532	Q9H3V6_HUMAN
533	GCKR_HUMAN
534	PRD13_HUMAN
535	SWI5_HUMAN
536	CHD8_HUMAN
537	ANR12_HUMAN
538	QCR6_HUMAN
539	TRI39_HUMAN
540	SCTR_HUMAN
541	MT1G_HUMAN
542	DEN5A_HUMAN
543	BT1A1_HUMAN
544	C2C2L_HUMAN
545	LAMC2_HUMAN
546	GCH1_HUMAN
547	SMOC2_HUMAN
548	BCL9_HUMAN
549	B4DUA7_HUMAN
550	BCAS3_HUMAN
551	SBP1_HUMAN
552	PTN_HUMAN
553	GHR_HUMAN
554	TDRD1_HUMAN
555	CCL11_HUMAN
556	ZN484_HUMAN
557	MTUS1_HUMAN
558	ADCY6_HUMAN
559	AMER1_HUMAN
560	BIEA_HUMAN
561	CMTA2_HUMAN
562	TMED7_HUMAN
563	PUR9_HUMAN
564	PP1G_HUMAN
565	SC24C_HUMAN
566	CLP1_HUMAN
567	UNC50_HUMAN
568	S30BP_HUMAN
569	CLD11_HUMAN
570	URGCP_HUMAN
571	CANB1_HUMAN
572	T132C_HUMAN
573	RAF1_HUMAN
574	DCR1A_HUMAN
575	CP2E1_HUMAN
576	Q86SZ7_HUMAN
577	LPPR3_HUMAN
578	PLAL1_HUMAN
579	PCD23_HUMAN
580	ARHL2_HUMAN
581	HM13_HUMAN
582	TRI36_HUMAN
583	SLD5_HUMAN
584	UTS2_HUMAN
585	S2551_HUMAN
586	MMS22_HUMAN
587	ZFP30_HUMAN
588	DDX20_HUMAN
589	FCN2_HUMAN
590	SEPT7_HUMAN
591	CNO6L_HUMAN
592	MAGB4_HUMAN
593	PDP2_HUMAN
594	RGMA_HUMAN
595	ECEL1_HUMAN
596	SOCS2_HUMAN
597	YTHD1_HUMAN
598	DJC30_HUMAN
599	CSPG2_HUMAN
600	UB2Q2_HUMAN
601	B4DJS7_HUMAN
602	MTR1A_HUMAN
603	PLOD1_HUMAN
604	H0YND1_HUMAN
605	TISB_HUMAN
606	RPC3_HUMAN
607	IGS10_HUMAN
608	TFEC_HUMAN
609	MET16_HUMAN
610	JDP2_HUMAN
611	FRPD4_HUMAN
612	CC106_HUMAN
613	CHFR_HUMAN
614	AUHM_HUMAN
615	Q6FIE9_HUMAN
616	MBNL1_HUMAN
617	A0JLR2_HUMAN
618	NLTP_HUMAN
619	PRI1_HUMAN
620	J3QTJ6_HUMAN
621	Q86X36_HUMAN
622	SYLM_HUMAN
623	1A36_HUMAN
624	FOXR2_HUMAN
625	F8VYA6_HUMAN
626	ATX10_HUMAN
627	CLAP2_HUMAN
628	ILRL2_HUMAN
629	RS16_HUMAN
630	Q59H77_HUMAN
631	UPAR_HUMAN
632	VMAT2_HUMAN
633	NCKPL_HUMAN
634	EVPL_HUMAN
635	UBXN6_HUMAN
636	CSF2_HUMAN
637	CLC4F_HUMAN
638	POC1A_HUMAN
639	KCC2G_HUMAN
640	Q7Z3K9_HUMAN
641	SUSD2_HUMAN
642	THOP1_HUMAN
643	LAMC1_HUMAN
644	UB2E2_HUMAN
645	STMN4_HUMAN
646	INT11_HUMAN
647	KRBA1_HUMAN
648	IL7RA_HUMAN
649	CAR11_HUMAN
650	HHAT_HUMAN
651	SPEB_HUMAN
652	MEG11_HUMAN
653	HEAT3_HUMAN
654	AP1G2_HUMAN
655	REXO4_HUMAN
656	MUL1_HUMAN
657	TBC24_HUMAN
658	GRM1_HUMAN
659	FOXC2_HUMAN
660	ZYX_HUMAN
661	Q2L6B3_HUMAN
662	ZNF3_HUMAN
663	KDM3B_HUMAN
664	SIN3B_HUMAN
665	FAS_HUMAN
666	CAH11_HUMAN
667	SCN3A_HUMAN
668	PO3F4_HUMAN
669	P5CS_HUMAN
670	LDH6B_HUMAN
671	Q6IQ50_HUMAN
672	THSD1_HUMAN
673	EID1_HUMAN
674	INHBB_HUMAN
675	H2B1M_HUMAN
676	GCDH_HUMAN
677	HXA3_HUMAN
678	CCD42_HUMAN
679	CO4A5_HUMAN
680	RNF4_HUMAN
681	ERLEC_HUMAN
682	CALI_HUMAN
683	MTFP1_HUMAN
684	GOLI4_HUMAN
685	CD021_HUMAN
686	IFT46_HUMAN
687	XPA_HUMAN
688	D9YZV0_HUMAN
689	ACADM_HUMAN
690	L7RXH5_HUMAN
691	GRP78_HUMAN
692	SIK3_HUMAN
693	UTP20_HUMAN
694	A4FTV9_HUMAN
695	SHOX_HUMAN
696	ZN321_HUMAN
697	NMUR2_HUMAN
698	ACTG_HUMAN
699	NSD2_HUMAN
700	I18BP_HUMAN
701	LARG2_HUMAN
702	IQUB_HUMAN
703	NFRKB_HUMAN
704	A8K571_HUMAN
705	GFRA4_HUMAN
706	BET1_HUMAN
707	MRP2_HUMAN
708	FEM1C_HUMAN
709	F136A_HUMAN
710	OTU7A_HUMAN
711	1B42_HUMAN
712	ZBT25_HUMAN
713	BRAP_HUMAN
714	GEMI6_HUMAN
715	GCP4_HUMAN
716	MYLK2_HUMAN
717	Q6SL56_HUMAN
718	ELMO1_HUMAN
719	EFNB2_HUMAN
720	MCUB_HUMAN
721	TTC1_HUMAN
722	JAZF1_HUMAN
723	CCNB1_HUMAN
724	ZBT44_HUMAN
725	RT18C_HUMAN
726	IF4E3_HUMAN
727	GUC2A_HUMAN
728	PDIA1_HUMAN
729	ANPRC_HUMAN
730	P5CR2_HUMAN
731	M18BP_HUMAN
732	EMC7_HUMAN
733	ASM_HUMAN
734	SIN1_HUMAN
735	LX15B_HUMAN
736	NENF_HUMAN
737	GEPH_HUMAN
738	PSRC1_HUMAN
739	BBX_HUMAN
740	FXL13_HUMAN
741	SPG20_HUMAN
742	OTOF_HUMAN
743	DEF6_HUMAN
744	MEIS3_HUMAN
745	IL1B_HUMAN
746	Q9HBD4_HUMAN
747	INSI2_HUMAN
748	AN32B_HUMAN
749	MED16_HUMAN
750	RAD9B_HUMAN
751	FHL3_HUMAN
752	PRGR_HUMAN
753	DUS12_HUMAN
754	CH074_HUMAN
755	PI4KB_HUMAN
756	PO2F1_HUMAN
757	RM24_HUMAN
758	KLF1_HUMAN
759	RGS12_HUMAN
760	CO2A1_HUMAN
761	VPS54_HUMAN
762	E7EN68_HUMAN
763	RLA0L_HUMAN
764	CMS1_HUMAN
765	ORML3_HUMAN
766	FIBB_HUMAN
767	E9PDR0_HUMAN
768	RPAB2_HUMAN
769	TAAR8_HUMAN
770	THOC1_HUMAN
771	FOSL1_HUMAN
772	DCUP_HUMAN
773	USPL1_HUMAN
774	CB057_HUMAN
775	ISX_HUMAN
776	F1D8P6_HUMAN
777	WAPL_HUMAN
778	3BP5L_HUMAN
779	B2RA89_HUMAN
780	TRI22_HUMAN
781	NCLN_HUMAN
782	GNPI2_HUMAN
783	ZNF80_HUMAN
784	RM40_HUMAN
785	Q6IAM0_HUMAN
786	LRRK2_HUMAN
787	PANX2_HUMAN
788	ZPBP1_HUMAN
789	RFX2_HUMAN
790	Q6NUQ9_HUMAN
791	PURA1_HUMAN
792	TRIM4_HUMAN
793	HS90A_HUMAN
794	LONM_HUMAN
795	IRK10_HUMAN
796	J3QKN8_HUMAN
797	TSR1_HUMAN
798	LRIG3_HUMAN
799	NCKP1_HUMAN
800	DESI2_HUMAN
801	ZC4H2_HUMAN
802	NCK1_HUMAN
803	Q5SQT9_HUMAN
804	UBP30_HUMAN
805	Q6UWM0_HUMAN
806	NFL_HUMAN
807	GUAA_HUMAN
808	TTBK2_HUMAN
809	CP2CJ_HUMAN
810	B7ZAX4_HUMAN
811	GPR12_HUMAN
812	2ABD_HUMAN
813	RL9_HUMAN
814	MYPC1_HUMAN
815	DTNA_HUMAN
816	HDX_HUMAN
817	B1ALW7_HUMAN
818	RLF_HUMAN
819	CE030_HUMAN
820	HMGB3_HUMAN
821	GRSF1_HUMAN
822	ZN521_HUMAN
823	KAPCG_HUMAN
824	SNX24_HUMAN
825	ADNP2_HUMAN
826	B4DGD6_HUMAN
827	DNJC7_HUMAN
828	HMCS2_HUMAN
829	T106A_HUMAN
830	GRAH_HUMAN
831	GTD2B_HUMAN
832	RUFY3_HUMAN
833	PHAR4_HUMAN
834	NDUB6_HUMAN
835	J3QT77_HUMAN
836	ATS4_HUMAN
837	PCD16_HUMAN
838	CUX1_HUMAN
839	MTO1_HUMAN
840	LOXL2_HUMAN
841	Q6H2H3_HUMAN
842	Q8IZM6_HUMAN
843	Q0IJ44_HUMAN
844	FGRL1_HUMAN
845	MAN1_HUMAN
846	SUZ12_HUMAN
847	GCSAM_HUMAN
848	ARI5B_HUMAN
849	TM74B_HUMAN
850	B9A6J5_HUMAN
851	J3KNB4_HUMAN
852	CDN2C_HUMAN
853	RBCC1_HUMAN
854	NUP62_HUMAN
855	GTF2I_HUMAN
856	VPS51_HUMAN
857	MFRP_HUMAN
858	HXC4_HUMAN
859	MARE2_HUMAN
860	NUSAP_HUMAN
861	PVRL3_HUMAN
862	AKAP2_HUMAN
863	ST1E1_HUMAN
864	KPCD1_HUMAN
865	ZC11A_HUMAN
866	BID_HUMAN
867	UT14A_HUMAN
868	Q8N523_HUMAN
869	Q96I30_HUMAN
870	RS8_HUMAN
871	RL38_HUMAN
872	CCD47_HUMAN
873	DGKA_HUMAN
874	AMFR_HUMAN
875	B4E318_HUMAN
876	A2RUF3_HUMAN
877	P78428_HUMAN
878	Q6NW12_HUMAN
879	C42S1_HUMAN
880	THYN1_HUMAN
881	B0QY72_HUMAN
882	EREG_HUMAN
883	IDE_HUMAN
884	PTF1A_HUMAN
885	EVA1A_HUMAN
886	FGF13_HUMAN
887	HELZ2_HUMAN
888	IBTK_HUMAN
889	POGZ_HUMAN
890	ARHGB_HUMAN
891	GALA_HUMAN
892	B0I1T6_HUMAN
893	COQA1_HUMAN
894	TB10B_HUMAN
895	CHM2A_HUMAN
896	CCD87_HUMAN
897	TPSN_HUMAN
898	PIGU_HUMAN
899	NOXO1_HUMAN
900	DMP1_HUMAN
901	NSD1_HUMAN
902	ENTP2_HUMAN
903	TM131_HUMAN
904	JAM1_HUMAN
905	RAB38_HUMAN
906	Q9NSM5_HUMAN
907	DB127_HUMAN
908	SSA27_HUMAN
909	NKG2D_HUMAN
910	TPST2_HUMAN
911	COT1_HUMAN
912	CT455_HUMAN
913	PREX1_HUMAN
914	UNC5D_HUMAN
915	CLU_HUMAN
916	MYO10_HUMAN
917	YA023_HUMAN
918	AAPK2_HUMAN
919	FANCI_HUMAN
920	DC122_HUMAN
921	MK_HUMAN
922	PKP1_HUMAN
923	SPTN1_HUMAN
924	INSRR_HUMAN
925	PECA1_HUMAN
926	CCD60_HUMAN
927	DCAKD_HUMAN
928	GL1AD_HUMAN
929	NR2F6_HUMAN
930	K1549_HUMAN
931	WDR35_HUMAN
932	A8K1C4_HUMAN
933	NETR_HUMAN
934	OBF1_HUMAN
935	OSBL5_HUMAN
936	SMAD3_HUMAN
937	MAML1_HUMAN
938	Z324B_HUMAN
939	MBNL3_HUMAN
940	HIN1L_HUMAN
941	ACV1B_HUMAN
942	IMPA1_HUMAN
943	PSG3_HUMAN
944	Q9NZX4_HUMAN
945	AKAP3_HUMAN
946	IP6K1_HUMAN
947	HHEX_HUMAN
948	GBRA4_HUMAN
949	ATP5H_HUMAN
950	DDX54_HUMAN
951	PAPS2_HUMAN
952	CLAP1_HUMAN
953	FPPS_HUMAN
954	ALG9_HUMAN
955	CY24A_HUMAN
956	BETAT_HUMAN
957	ZN577_HUMAN
958	GNA11_HUMAN
959	DRG2_HUMAN
960	MBD2_HUMAN
961	SO4A1_HUMAN
962	CD11A_HUMAN
963	R51A2_HUMAN
964	ADTRP_HUMAN
965	RS6_HUMAN
966	PDE1B_HUMAN
967	A4D0R2_HUMAN
968	AJAP1_HUMAN
969	LOX15_HUMAN
970	IMPA2_HUMAN
971	FBX21_HUMAN
972	KAD5_HUMAN
973	MSRE_HUMAN
974	MS18A_HUMAN
975	RMP_HUMAN
976	TNNI2_HUMAN
977	CE022_HUMAN
978	RSBNL_HUMAN
979	CLSPN_HUMAN
980	MA2A1_HUMAN
981	H14_HUMAN
982	PLAG1_HUMAN
983	T4S1_HUMAN
984	F8WEZ8_HUMAN
985	DYR1B_HUMAN
986	PGES2_HUMAN
987	CU077_HUMAN
988	ZBT46_HUMAN
989	ELF1_HUMAN
990	E5KN55_HUMAN
991	AF1L1_HUMAN
992	HIC1_HUMAN
993	AT1A1_HUMAN
994	HECW2_HUMAN
995	CATD_HUMAN
996	NFKB1_HUMAN
997	CAP2_HUMAN
998	ARC1A_HUMAN
999	BST1_HUMAN
1000	TM102_HUMAN
1001	JAGN1_HUMAN
1002	ERGI1_HUMAN
1003	ZN177_HUMAN
1004	E2F4_HUMAN
1005	SHD_HUMAN
1006	WDR81_HUMAN
1007	GNAO_HUMAN
1008	Q8N355_HUMAN
1009	GPR45_HUMAN
1010	FAF1_HUMAN
1011	KLF2_HUMAN
1012	GRP3_HUMAN
1013	BBS5_HUMAN
1014	AR6P1_HUMAN
1015	PPM1E_HUMAN
1016	RL10_HUMAN
1017	IFT25_HUMAN
1018	RN125_HUMAN
1019	NU160_HUMAN
1020	BFAR_HUMAN
1021	ITAL_HUMAN
1022	STA5A_HUMAN
1023	ADAS_HUMAN
1024	COX7B_HUMAN
1025	ZN287_HUMAN
1026	TM41B_HUMAN
1027	UBX2B_HUMAN
1028	Q6PIU5_HUMAN
1029	Q9HA84_HUMAN
1030	RS19_HUMAN
1031	MLIP_HUMAN
1032	ZN160_HUMAN
1033	LYST_HUMAN
1034	REM1_HUMAN
1035	RL21_HUMAN
1036	IDH3G_HUMAN
1037	RN220_HUMAN
